#Network | Station | Latitude | Longitude | Elevation | Sitename | StartTime | EndTime

#DATACENTER=IRISDMC,http://ds.iris.edu
UU|BGU2|40.9207|-113.030098|1640.0|Big Grassy Mountain, UT, USA|2014-07-01T00:00:00|2599-12-31T23:59:59
UU|BGU3|40.9203|-113.029297|1640.0|Big Grassy Mountain, UT, USA|2014-07-01T00:00:00|2599-12-31T23:59:59
UU|BGU4|40.921501|-113.0299|1640.0|Big Grassy Mountain, UT, USA|2014-07-01T00:00:00|2599-12-31T23:59:59
UU|BHU|37.5939|-112.8621|3250.0|Blowhard Mountain, UT, USA|1995-08-11T00:00:00|2599-12-31T23:59:59
UU|BHUT|38.2768|-112.6404|1799.0|Beaver High School, Beaver, UT, USA|2008-06-09T00:00:00|2599-12-31T23:59:59
UU|BMUT|41.95817|-111.23417|2243.0|Black Mountain, UT, USA|1981-01-01T00:00:00|2599-12-31T23:59:59
UU|BRP1|39.472698|-110.740898|1673.0|Butcher Ranch,Price, UT, USA|2014-07-01T00:00:00|2599-12-31T23:59:59
UU|BRP2|39.473801|-110.740501|1683.0|Butcher Ranch,Price, UT, USA|2014-07-01T00:00:00|2599-12-31T23:59:59
UU|BRP3|39.4729|-110.739098|1681.0|Butcher Ranch,Price, UT, USA|2014-07-01T00:00:00|2599-12-31T23:59:59
UU|BRP4|39.473|-110.739998|1681.0|Butcher Ranch,Price, UT, USA|2014-07-01T00:00:00|2599-12-31T23:59:59
UU|BRPU|39.473|-110.74|1687.0|Butcher Ranch, Price, UT, USA old TA-P17A|2009-09-22T00:00:00|2599-12-31T23:59:59
UU|BRWY|41.622|-109.5031|2098.0|Blue Rim, WY, USA|2017-11-09T00:00:00|2599-12-31T23:59:59
UU|BSS|40.6242|-111.8224|1451.0|Butlerville Substation, SLC, UT, USA|2000-08-21T00:00:00|2599-12-31T23:59:59
UU|BSUT|40.5365|-110.7612|3211.0|Blindstream Canyon, Hanna, UT, USA|2012-09-19T00:00:00|2599-12-31T23:59:59
UU|BTU|37.75566|-111.87434|3235.0|Barney Top, UT, USA|1995-08-03T00:00:00|2599-12-31T23:59:59
UU|CAPU|40.77845|-111.889967|1384.0|Utah State Capitol, Salt Lake City, UT, USA|2004-12-01T00:00:00|2599-12-31T23:59:59
UU|CCPU|37.6666|-113.0882|1839.0|Cedar City Park, Cedar City, UT, USA|2009-09-03T00:00:00|2599-12-31T23:59:59
UU|CCUT|37.550598|-113.362701|2127.0|Cedar City, UT, USA|2006-01-09T00:00:00|2599-12-31T23:59:59
UU|CFS|40.5657|-112.0935|1654.0|Copperton Fire Station, UT, USA|2000-08-08T00:00:00|2599-12-31T23:59:59
UU|COY|40.65933|-112.239|1572.0|Coyote Canyon, Tooele Valley, UT, USA|2003-11-11T00:00:00|2599-12-31T23:59:59
UU|CRLU|38.2916|-109.2607|2035.0|Curley Ranch, La Sal, UT, USA old TA-R19A|2010-08-12T00:00:00|2599-12-31T23:59:59
UU|CTU|40.6925|-111.75034|1731.0|Camp Tracy, UT, USA|1997-08-27T00:00:00|2599-12-31T23:59:59
UU|CVH|37.7151|-113.0641|1724.0|Canyon View High School, Cedar City, UT, USA|2008-06-10T00:00:00|2599-12-31T23:59:59
UU|CVRU|38.9176|-111.1716|1912.0|Castle Valley Ranch, Emery, UT, USA old TA-Q16A|2009-11-27T00:00:00|2599-12-31T23:59:59
UU|CWR|41.58167|-111.7815|1837.0|Cold Water Ranch, Paradise, UT, USA|2003-09-19T00:00:00|2599-12-31T23:59:59
UU|CWU|40.44584|-112.10217|1945.0|Camp Williams, UT, USA|1981-01-01T00:00:00|2599-12-31T23:59:59
UU|DAU|40.4125|-111.25584|2771.0|Daniels Canyon, UT, USA|1981-01-01T00:00:00|2599-12-31T23:59:59
UU|DBD|39.31367|-111.0925|2265.0|Des Bee Dove, UT, USA|1995-06-24T00:00:00|2599-12-31T23:59:59
UU|DCM|39.695|-110.58334|2537.0|Dugout Coal Mine, UT, USA|2003-05-13T00:00:00|2599-12-31T23:59:59
UU|DCU|40.41367|-111.52683|1829.0|Deer Creek, UT, USA|1981-01-01T00:00:00|2599-12-31T23:59:59
UU|DOT|40.72667|-111.96083|1292.0|Utah Dept Transportation, West Valley City, UT, USA|2002-09-11T00:00:00|2599-12-31T23:59:59
UU|ECUT|39.171697|-112.133201|2136.0|Ebbs Canyon, Scipio, UT, USA|2018-07-19T00:00:00|2599-12-31T23:59:59
UU|EKU|37.07467|-112.49683|1829.0|East Kanab, UT, USA|1996-03-21T00:00:00|2599-12-31T23:59:59
UU|ELE|41.08055|-111.91805|1450.0|East Layton Elementary School, East Layton, UT, USA|2002-09-13T00:00:00|2599-12-31T23:59:59
UU|ELU|39.64017|-111.20383|2970.0|Electric Lake, UT, USA|2000-09-11T00:00:00|2599-12-31T23:59:59
UU|EMF|40.2815|-111.99866|1487.0|Eagle Mtn. Fire Station, UT, USA|2003-10-27T00:00:00|2599-12-31T23:59:59
UU|EMU|39.814|-110.81533|2268.0|Emma Park, UT, USA|1986-10-14T00:00:00|2599-12-31T23:59:59
UU|EOCU|40.777|-111.8991|1356.0|EOC, State Capitol Campus, Salt Lake City, UT USA|2012-05-01T00:00:00|2599-12-31T23:59:59
UU|EPU|41.3915|-112.40884|1436.0|East Promontory, UT, USA|1981-01-01T00:00:00|2599-12-31T23:59:59
UU|ETW|41.66945|-112.14222|1305.0|Elwood Town Hall, Elwood, UT, USA|2002-08-07T00:00:00|2599-12-31T23:59:59
UU|FLU|39.37817|-112.1715|1951.0|Fools Peak, UT, USA|1981-09-01T00:00:00|2599-12-31T23:59:59
UU|FMC|41.40812|-109.77794|1903.0|FMC Mine, Green River, WY, USA|2014-03-10T00:00:00|2599-12-31T23:59:59
UU|FOR1|38.3689|-113.0938|1642.0|Milford Southwest, UT, USA|2016-11-10T00:00:00|2599-12-31T23:59:59
UU|FOR4|38.4986|-112.8965|1657.0|Blundell West, UT, USA|2016-11-09T00:00:00|2599-12-31T23:59:59
UU|FORB|38.490125|-112.85502|1529.0|Blundell, Power Plant, UT, USA|2019-03-05T00:00:00|2599-12-31T23:59:59
UU|FORK|38.501227|-112.886489|1408.0|Blundell, UT, USA|2019-04-10T00:00:00|2599-12-31T23:59:59
UU|FORU|38.4588|-112.8614|1840.0|South Mineral Mountains, UT, USA|2015-12-03T00:00:00|2599-12-31T23:59:59
UU|FORW|38.562595|-112.936839|1516.0|Milford Wind Farm, UT, USA|2019-05-21T00:00:00|2599-12-31T23:59:59
UU|FPU|41.02633|-111.83683|2816.0|Francis Peak, UT, USA|1981-01-01T00:00:00|2599-12-31T23:59:59
UU|FSB1|38.484942|-112.89136|1697.0|FORGE surface borehole 1, UT, USA|2020-10-13T00:00:00|2599-12-31T23:59:59
UU|FSB2|38.507381|-112.916377|1587.0|FORGE surface borehole 2, UT, USA|2020-10-14T00:00:00|2599-12-31T23:59:59
UU|FSB3|38.513377|-112.880675|1701.0|FORGE surface borehole 3, UT, USA|2020-10-12T00:00:00|2599-12-31T23:59:59
UU|FSU|39.7225|-113.39133|1487.0|Fish Springs, UT, USA|1981-01-01T00:00:00|2599-12-31T23:59:59
UU|FTT|40.68611|-112.08334|1381.0|Salt Lake County Fire Training Tower, Magna, UT, USA|2002-09-20T00:00:00|2599-12-31T23:59:59
UU|GAWY|41.740431|-109.852103|2011.0|Genesis Alkali Granger, WY, USA|2018-08-16T00:00:00|2599-12-31T23:59:59
UU|GMO|40.60055|-112.47472|1320.0|Grantsville Maintenance Office, Grantsville, UT, USA|2002-08-13T00:00:00|2599-12-31T23:59:59
UU|GMU|40.5755|-111.76317|1829.0|Granite Mountain Vault, UT, USA|1981-01-01T00:00:00|2599-12-31T23:59:59
UU|GZU|41.4255|-111.975|2646.0|Grizzly Peak, UT, USA|1981-08-08T00:00:00|2599-12-31T23:59:59
UU|HAFB|41.1179|-111.9759|1471.0|Hill Air Force Base, Hill AFB, UT, USA|2012-05-03T00:00:00|2599-12-31T23:59:59
UU|HDU|41.8045|-111.76483|1853.0|Hyde Park, UT, USA|1981-01-01T00:00:00|2599-12-31T23:59:59
UU|HEB|40.5015|-111.33583|1925.0|Heber, UT, USA|2004-06-23T00:00:00|2599-12-31T23:59:59
UU|HER|40.5157|-112.0309|1502.0|Herriman Fire Station, UT, USA|2000-08-09T00:00:00|2599-12-31T23:59:59
UU|HES|41.16483|-112.12168|1292.0|Hooper Elementary School, UT, USA|2001-07-23T00:00:00|2599-12-31T23:59:59
UU|HHS|37.1738|-113.2957|987.0|Hurricane High School, Hurricane, UT, USA|2008-05-15T00:00:00|2599-12-31T23:59:59
UU|HLJ|40.6105|-111.40067|1931.0|Hailstone Junction, Jordanelle, UT, USA|1992-10-22T00:00:00|2599-12-31T23:59:59
UU|HMU|37.938|-110.7418|2430.0|Henry Mountain, UT, USA|2005-11-18T00:00:00|2599-12-31T23:59:59
UU|HRU|40.7945|-111.88567|1620.0|Hogsback Ridge, UT, USA|1993-12-17T00:00:00|2599-12-31T23:59:59
UU|HTU|40.67453|-111.22075|2586.0|Hoyt Peak, UT, USA|1981-01-01T00:00:00|2599-12-31T23:59:59
UU|IAE|37.6651|-113.0667|1807.0|Iron County Adult Education, Cedar City, UT, USA|2008-07-09T00:00:00|2599-12-31T23:59:59
UU|ICF|40.778|-112.0281|1281.0|International Center Fire Station, SLC, UT, USA|2000-07-11T00:00:00|2599-12-31T23:59:59
UU|ICU|37.14995|-113.92526|1445.0|Indian Springs Canyon, UT, USA|1995-08-05T00:00:00|2599-12-31T23:59:59
UU|JRP|40.8256|-111.9443|1284.0|Jordan River State Park, SLC, UT, USA|2000-07-20T00:00:00|2599-12-31T23:59:59
UU|KEUT|37.0501|-112.5293|1518.0|Kanab Elementary School, Kanab, UT, USA|2008-05-29T00:00:00|2599-12-31T23:59:59
UU|KLJ|40.63083|-111.405|1992.0|Keetley, Jordanelle, UT, USA|1992-10-30T00:00:00|2599-12-31T23:59:59
UU|KNB|37.0166|-112.822|1715.0|Kanab, UT, USA|2009-01-28T00:00:00|2599-12-31T23:59:59
UU|LCMT|37.0118|-113.2439|1411.0|Little Creek Mountain, UT, USA|2009-05-14T00:00:00|2599-12-31T23:59:59
UU|LCU|40.5735|-111.7985|1571.0|Little Cottonwood, UT, USA|2003-09-23T00:00:00|2599-12-31T23:59:59
UU|LDJ|40.5815|-111.40867|2217.0|Lady, Jordanelle, UT, USA|1992-09-30T00:00:00|2599-12-31T23:59:59
UU|LEVU|39.5065|-111.81467|1996.0|Levan, UT, USA|1991-01-28T00:00:00|2599-12-31T23:59:59
UU|LGC|40.9006|-111.9085|1292.0|Lakeside Golf Course, Bountiful, UT, USA|2000-07-21T00:00:00|2599-12-31T23:59:59
UU|LHUT|40.891417|-110.99635|3084.0|Little Humpy Peak, UT, USA|2008-07-08T00:00:00|2599-12-31T23:59:59
UU|LIUT|39.4241|-110.3251|2178.0|Lila Canyon, UT, USA|2015-07-17T00:00:00|2599-12-31T23:59:59
UU|LKC|40.72695|-112.03588|1289.0|Lee Kay Center, Magna, UT, USA|2001-09-05T00:00:00|2599-12-31T23:59:59
UU|LMUT|40.2615|-111.9282|2330.0|Lake Mountain, UT, USA|2016-05-19T00:00:00|2599-12-31T23:59:59
UU|LRG|41.71361|-111.85139|1362.0|Logan River Golf Course, UT, USA|2002-08-08T00:00:00|2599-12-31T23:59:59
UU|LSU|40.13225|-111.7301|1375.0|Lake Shores, Youd Farm, UT, USA|2000-08-10T00:00:00|2599-12-31T23:59:59
UU|LTU|41.59184|-112.24717|1585.0|Little Mountain, UT, USA|1981-01-01T00:00:00|2599-12-31T23:59:59
UU|MAB|40.12983|-111.57784|1440.0|Mapleton Ambulance Building, UT, USA|2001-07-31T00:00:00|2599-12-31T23:59:59
UU|MCU|41.46167|-111.5075|2664.0|Monte Cristo, UT, USA|1981-01-01T00:00:00|2599-12-31T23:59:59
UU|MGCU|38.5743|-109.5482|1241.0|Grand County Courthouse, Moab, UT, USA|2011-10-21T00:00:00|2599-12-31T23:59:59
UU|MHD|40.66067|-111.80083|1597.0|Mile High Drive, UT, USA|1990-08-15T00:00:00|2599-12-31T23:59:59
UU|MHS2|38.399506|-113.01303|1529.0|Milford High School, UT, USA|2020-12-02T00:00:00|2599-12-31T23:59:59
UU|MID|40.51733|-112.25467|1722.0|Middle Canyon, UT, USA|2002-09-27T00:00:00|2599-12-31T23:59:59
UU|MLI|42.02683|-112.1255|1896.0|Malad, ID, USA|1981-01-01T00:00:00|2599-12-31T23:59:59
UU|MMU|38.1985|-111.29433|2387.0|Miners Mountain, UT, USA|1981-01-01T00:00:00|2599-12-31T23:59:59
UU|MOR|41.04617|-111.66566|1633.0|Morgan, UT, USA|2003-10-15T00:00:00|2599-12-31T23:59:59
UU|MOUT|41.199|-111.87883|2743.0|Mount Ogden, UT, USA|1981-01-01T00:00:00|2599-12-31T23:59:59
UU|MPU|40.0155|-111.63333|1909.0|Maple Canyon, UT, USA|1998-09-01T00:00:00|2599-12-31T23:59:59
UU|MSU|38.51233|-112.17717|2105.0|Marysvale, UT, USA|1981-01-01T00:00:00|2599-12-31T23:59:59
UU|MTUT|41.6709|-112.4551|1373.0|Morton Thiokol, UT, USA|1989-07-05T00:00:00|2599-12-31T23:59:59
UU|NAI|41.01617|-112.228|1472.0|N. Antelope Island, UT, USA|2000-08-14T00:00:00|2599-12-31T23:59:59
UU|NAIU|41.01617|-112.228|1472.0|N. Antelope Island, UT, USA|1991-11-25T00:00:00|2599-12-31T23:59:59
UU|NLU|39.95483|-112.075|2036.0|North Lily, UT, USA|1981-08-01T00:00:00|2599-12-31T23:59:59
UU|NOQ|40.6525|-112.12033|1622.0|North Oquirrh Mountains, UT, USA|1992-06-09T00:00:00|2599-12-31T23:59:59
UU|NOQ3|40.6526|-112.118617|1617.0|North Oquirrh Mountains, UT, USA|2006-05-04T00:00:00|2599-12-31T23:59:59
UU|NOQ4|40.652717|-112.120467|1655.0|North Oquirrh Mountains, UT, USA|2006-05-04T00:00:00|2599-12-31T23:59:59
UU|NOQ5|40.65365|-112.1193|1640.0|North Oquirrh Mountains, UT, USA|2006-05-04T00:00:00|2599-12-31T23:59:59
UU|NOQ6|40.65295|-112.119533|1647.0|North Oquirrh Mountains, UT, USA|2006-05-04T00:00:00|2599-12-31T23:59:59
UU|OCP|40.298|-111.6907|1464.0|Orem City Park, UT, USA|2000-07-25T00:00:00|2599-12-31T23:59:59
UU|OPS|41.22867|-111.97567|1317.0|Ogden Public Safety Bldg., Ogden, UT, USA|2003-09-24T00:00:00|2599-12-31T23:59:59
UU|OSS|40.5653|-112.0288|1517.0|Oquirrh Substation, UT, USA|2003-09-26T00:00:00|2599-12-31T23:59:59
UU|OWUT|38.78|-111.42367|2568.0|Old Woman Plateau, UT, USA|1989-02-09T00:00:00|2599-12-31T23:59:59
UU|PCL|41.311|-112.1|1323.0|Plain City Landfill, UT, USA|2003-07-03T00:00:00|2599-12-31T23:59:59
UU|PCR|40.65435|-111.50332|2100.0|Park City Rec Center, UT, USA|2001-08-20T00:00:00|2599-12-31T23:59:59
UU|PEUT|38.7759|-112.0886|1644.0|Pahvant Elementary School, Richfield, UT, USA|2008-05-28T00:00:00|2599-12-31T23:59:59
UU|PGC|40.37863|-111.71024|1707.0|Pleasant Grove Creek, UT, USA|2001-09-07T00:00:00|2599-12-31T23:59:59
UU|PNSU|39.6279|-110.2457|2743.0|Preston Nutter Ranch, Sunnyside, UT, USA old TA-P18A|2010-03-25T00:00:00|2599-12-31T23:59:59
UU|RBU|40.78083|-111.80833|1676.0|Red Butte Canyon, UT, USA|1974-01-01T00:00:00|2599-12-31T23:59:59
UU|RCJ|40.6585|-111.43933|2090.0|Ross Creek, Jordanelle, UT, USA|1992-10-30T00:00:00|2599-12-31T23:59:59
UU|RDMU|40.5708|-109.5695|2087.0|Red Mountain, UT, USA|2009-12-02T00:00:00|2599-12-31T23:59:59
UU|REUT|37.0976|-113.5193|791.0|Riverside Elementary School, Washington Fields, UT, USA|2008-06-27T00:00:00|2599-12-31T23:59:59
UU|ROA|39.6615|-110.364667|2962.0|Roan Cliffs, UT, USA|2004-10-15T00:00:00|2599-12-31T23:59:59
UU|RPF|40.775315|-111.920256|1287.0|Rose Park Fire Station, Salt Lake City, UT, USA|2007-10-04T00:00:00|2599-12-31T23:59:59
UU|RRCU|40.8869|-111.437|2028.0|Rees Ranch, Coalville, UT, USA old TA-N16A|2010-08-03T00:00:00|2599-12-31T23:59:59
UU|RSUT|41.6385|-111.43166|2682.0|Red Spur, UT, USA|1981-01-01T00:00:00|2599-12-31T23:59:59
UU|SAIU|40.85483|-112.1815|1384.0|South Antelope Island, UT, USA|1990-05-14T00:00:00|2599-12-31T23:59:59
UU|SCC|40.67487|-111.9395|1306.0|Salt Lake Community College, UT, USA|2000-07-19T00:00:00|2599-12-31T23:59:59
UU|SCS|41.09548|-112.04677|1321.0|Syracuse City Cemetery Shop, UT, USA|2001-07-09T00:00:00|2599-12-31T23:59:59
UU|SCUT|37.1282|-113.6447|837.0|Santa Clara, UT, USA|2008-05-01T00:00:00|2599-12-31T23:59:59
UU|SCY|40.05779|-111.68555|1386.0|Salem City Yard, Salem, UT, USA|2002-08-09T00:00:00|2599-12-31T23:59:59
UU|SGSU|37.0474|-113.6064|755.0|St George Fire Station 4, St George, UT, USA|2009-12-10T00:00:00|2599-12-31T23:59:59
UU|SGU|39.18233|-111.64467|2357.0|Sterling, UT, USA|1981-01-01T00:00:00|2599-12-31T23:59:59
UU|SJF|40.55611|-111.93889|1356.0|South Jordan Fire Station, UT, USA|2002-08-20T00:00:00|2599-12-31T23:59:59
UU|SNO|39.31967|-111.53883|2503.0|Snow College, UT, USA|1981-10-19T00:00:00|2599-12-31T23:59:59
UU|SNUT|40.88567|-112.509|1652.0|Stansbury North, UT, USA|1986-09-16T00:00:00|2599-12-31T23:59:59
UU|SPR2|40.182551|-111.611501|1382.0|Springville Fish Hatchery, UT, USA|2020-01-03T00:00:00|2599-12-31T23:59:59
UU|SPS|40.6495|-112.31583|1293.0|Stansbury Park Sewer Lagoon, UT, USA|2003-09-23T00:00:00|2599-12-31T23:59:59
UU|SPU|41.30867|-112.44917|2086.0|South Promontory Point, UT, USA|2001-11-14T00:00:00|2599-12-31T23:59:59
UU|SRU|39.11083|-110.52383|1804.0|San Rafael Swell, UT, USA|1990-11-20T00:00:00|2599-12-31T23:59:59
UU|SSC|40.58156|-111.855965|1414.0|Sandy Senior Center, UT, USA|2001-09-11T00:00:00|2599-12-31T23:59:59
UU|SUU|39.88817|-111.79083|2024.0|Santaquin Canyon, UT, USA|1981-01-01T00:00:00|2599-12-31T23:59:59
UU|SVWY|41.450253|-109.864683|1950.0|Solvay Mine, WY, USA|2018-05-08T00:00:00|2599-12-31T23:59:59
UU|SZCU|37.5954|-113.0875|2026.0|Shurtz Canyon, UT, USA|2009-10-22T00:00:00|2599-12-31T23:59:59
UU|TCMU|40.4377|-111.7118|2045.0|Timpanogos Cave Mouth, UT, USA|2016-09-12T00:00:00|2599-12-31T23:59:59
UU|TCRU|38.6095|-112.4472|2293.0|Three Creek Reservoir, UT, USA|2009-11-17T00:00:00|2599-12-31T23:59:59
UU|TCU|41.11733|-111.40784|2269.0|Toone Canyon, UT, USA|2001-10-26T00:00:00|2599-12-31T23:59:59
UU|TCUT|41.11733|-111.40784|2269.0|Toone Canyon, UT, USA|1989-08-30T00:00:00|2599-12-31T23:59:59
UU|TMU|39.2965|-111.20817|2731.0|Trail Mountain (BB), UT, USA|2000-12-01T00:00:00|2599-12-31T23:59:59
UU|TPU|40.4302|-111.9022|1383.0|Thanksgiving Point, Lehi, UT, USA|2000-08-17T00:00:00|2599-12-31T23:59:59
UU|TRS|40.51388|-112.31057|1568.0|Tooele Radio Shop, UT, USA|2001-08-30T00:00:00|2599-12-31T23:59:59
UU|UHP|40.9917|-111.89755|1295.0|Utah Highway Patrol, Farmington, UT, USA|2001-08-23T00:00:00|2599-12-31T23:59:59
UU|UTH|41.1442|-111.9253|1389.0|Uintah Town Hall, UT, USA|2000-08-15T00:00:00|2599-12-31T23:59:59
UU|UUE|40.7685|-111.8453|1449.0|University of Utah EMCB Bldg, SLC, UT, USA|2000-06-11T00:00:00|2599-12-31T23:59:59
UU|VEC|40.65348|-112.03252|1480.0|Valley Emergency Communications Center, SLC, UT, USA|2002-02-07T00:00:00|2599-12-31T23:59:59
UU|VNL|40.4581|-109.5482|1648.0|Vernal, UT, USA|2005-10-25T00:00:00|2599-12-31T23:59:59
UU|VRUT|37.4618|-113.8569|1874.0|Veyo Road, Veyo, UT, USA|2012-10-19T00:00:00|2599-12-31T23:59:59
UU|WBC|41.1397|-111.9008|1602.0|Weber Canyon, UT, USA|2000-08-15T00:00:00|2599-12-31T23:59:59
UU|WCF|41.63917|-111.93138|1387.0|Wellsville Fire Station, UT,USA|2002-08-08T00:00:00|2599-12-31T23:59:59
UU|WCO|37.1318|-113.5094|855.0|Washington City Office Building, Washington City, UT, USA|2008-05-30T00:00:00|2599-12-31T23:59:59
UU|WCU|38.96467|-112.09067|2673.0|Willow Creek, UT, USA|1981-01-01T00:00:00|2599-12-31T23:59:59
UU|WDO|37.1076|-113.5865|831.0|Washington County School District, Saint George, UT, USA|2008-05-28T00:00:00|2599-12-31T23:59:59
UU|WES|40.7329|-111.8543|1341.0|Westminster College, SLC, UT, USA|2001-08-09T00:00:00|2599-12-31T23:59:59
UU|WHS|40.7752|-111.89877|1301.0|West High School, SLC, UT, USA|2001-08-16T00:00:00|2599-12-31T23:59:59
UU|WMUT|40.07667|-111.83334|1981.0|West Mountain, UT, USA|1981-08-07T00:00:00|2599-12-31T23:59:59
UU|WTU|40.45483|-111.9535|1552.0|West Traverse Mountains, UT, USA|1992-06-09T00:00:00|2599-12-31T23:59:59
UU|WVUT|41.61017|-111.95917|1828.0|Wellsville, UT, USA|1981-12-08T00:00:00|2599-12-31T23:59:59
UU|ZNPU|37.3561|-113.1254|1953.0|Zion National Park, UT, USA|2009-10-22T00:00:00|2599-12-31T23:59:59
UW|ALCT|47.6469|-122.0377|55.0|Alcott School, Redmond ANSS-SMO|2000-07-06T00:00:00|2599-12-31T23:59:59
UW|ALKI|47.5751|-122.4176|1.0|Alki Wastewater Plant, Seattle, WA, USA|2004-06-24T00:00:00|2599-12-31T23:59:59
UW|ALLI|47.32005|-122.91572|77.53|Grapeview Elem & Middle School, Grapeview, WA, USA|2020-02-14T00:00:00|2599-12-31T23:59:59
UW|ALST|46.10881|-123.03414|198.0|Alston BPA site, OR, USA|1999-08-30T00:00:00|2599-12-31T23:59:59
UW|ALVY|43.998161|-123.015793|155.0|Alvey BPA site, OR, USA|2001-01-17T00:00:00|2599-12-31T23:59:59
UW|ASR|46.15259|-121.60164|1357.0|Mt. Adams - Stagman Ridge, WA, USA|1982-09-01T00:00:00|2599-12-31T23:59:59
UW|AUG|45.73595|-121.68174|865.0|Augspurger Mtn previous ISC code: APM|1981-10-01T00:00:00|2599-12-31T23:59:59
UW|BABR|44.62132|-123.78924|438.7|Baber Butte, OR, USA|2018-06-13T00:00:00|2599-12-31T23:59:59
UW|BAND|43.0903|-124.4093|6.5|Bandon, OR, USA|2015-06-24T00:00:00|2599-12-31T23:59:59
UW|BAYC|46.59943|-123.94335|12.83|Bay Center Road, South Bend, WA, USA|2020-01-15T00:00:00|2599-12-31T23:59:59
UW|BBO|42.88815|-122.6797|1623.0|Butler Butte, OR, USA|1992-06-09T00:00:00|2599-12-31T23:59:59
UW|BEAV|45.5274|-122.8428|61.78|Beaverton, OR, USA|2017-10-02T00:00:00|2599-12-31T23:59:59
UW|BECK|47.64006|-122.82695|13.3|Seabeck Conference Center, Seabeck, WA, USA|2020-05-21T00:00:00|2599-12-31T23:59:59
UW|BELF|47.46031|-122.826849|14.16|North Mason Regional Fire Authority, Belfair, WA, USA|2020-02-14T00:00:00|2599-12-31T23:59:59
UW|BEN|46.518631|-119.718521|335.0|BEN, Hanford, WA, USA|2011-04-25T00:00:00|2599-12-31T23:59:59
UW|BEND|44.06673|-121.327797|1141.0|UO Bend Office - DOGAMI, OR, USA|2002-04-11T00:00:00|2599-12-31T23:59:59
UW|BERY|48.2641|-122.096|149.6|Pilchuck Tree Farm, Arlington, WA, USA|2018-06-19T00:00:00|2599-12-31T23:59:59
UW|BHW|47.836651|-122.033401|198.0|Bald Hill previous ISC code: BLH, WA, USA|1984-07-01T00:00:00|2599-12-31T23:59:59
UW|BILS|47.53966|-124.25138|62.0|Queets, WA, USA|2015-03-30T00:00:00|2599-12-31T23:59:59
UW|BLDG|47.27458|-122.21966|33.75|Mount Baker Middle School, Auburn, WA USA|2020-02-14T00:00:00|2599-12-31T23:59:59
UW|BLN|48.006622|-122.972649|601.0|Blyn Mt., WA, USA|1980-01-11T00:00:00|2599-12-31T23:59:59
UW|BLOW|44.6837|-122.1862|657.3|BLOW, Detroit Lake, OR, USA|2008-12-03T00:00:00|2599-12-31T23:59:59
UW|BLT|45.915|-120.17699|659.0|Bickleton, WA|2005-10-21T00:00:00|2599-12-31T23:59:59
UW|BNG|47.525375|-122.301674|15.0|Seattle, WA, USA|2017-05-31T00:00:00|2599-12-31T23:59:59
UW|BOGA|47.947019|-124.394563|88.5|Bogachiel Clinic, Forks Community Hospital, Forks, WA, USA|2020-06-01T00:00:00|2599-12-31T23:59:59
UW|BOOK|48.01182|-122.523744|40.9|Freeland, WA, USA|2020-09-28T00:00:00|2599-12-31T23:59:59
UW|BOW2|46.47667|-123.23298|925.0|Pe Ell, WA, USA|2018-07-11T00:00:00|2599-12-31T23:59:59
UW|BRAN|45.9734|-117.2277|1153.8|Beach Ranch, Enterprise, OR, USA|2009-01-08T00:00:00|2599-12-31T23:59:59
UW|BRAV|47.05386|-122.37483|134.1|Bethel School District OSC, Spanaway, WA, USA|2020-03-18T00:00:00|2599-12-31T23:59:59
UW|BRGL|47.438297|-122.648651|116.22|Burley Glenwood Elementary School, Port Orchard, WA, USA|2020-02-14T00:00:00|2599-12-31T23:59:59
UW|BRKS|47.755196|-122.290131|33.0|Brookside, WA, USA|2000-09-13T00:00:00|2599-12-31T23:59:59
UW|BRO|44.267397|-122.452037|1361.0|Big Rock Lookout, OR, USA|2001-05-16T00:00:00|2599-12-31T23:59:59
UW|BROK|42.0767|-124.2934|140.0|Brookings, OR, USA|2015-08-26T00:00:00|2599-12-31T23:59:59
UW|BRPT|47.30104|-122.43633|31.29|Browns Point Fire Department, Browns Point, WA, USA|2019-12-31T00:00:00|2599-12-31T23:59:59
UW|BRUIN|48.251709|-124.258624|13.0|Clallam Bay High School, Clallam Bay, WA, USA|2020-06-01T00:00:00|2599-12-31T23:59:59
UW|BRV|46.485191|-119.992317|920.0|Black Rock Valley previous ISC name: BRVW, WA, USA|1983-12-16T00:00:00|2599-12-31T23:59:59
UW|BTHL|47.79122|-122.23848|147.5|City of Bothell Fire Department, Bothell, WA, USA|2020-02-14T00:00:00|2599-12-31T23:59:59
UW|BULL|45.445889|-122.155891|222.0|Bull Run Dam, Portland, OR, USA|2003-02-24T00:00:00|2599-12-31T23:59:59
UW|BURN|43.572929|-119.131332|1615.0|Burns, OR, USA|2004-06-29T00:00:00|2599-12-31T23:59:59
UW|BVW|46.810829|-119.883492|670.0|Beverly, WA, USA|1986-09-30T00:00:00|2599-12-31T23:59:59
UW|CABL|42.8365|-124.5634|27.0|Cape Blanco, OR, USA|2015-06-24T00:00:00|2599-12-31T23:59:59
UW|CBS|47.80469|-120.04285|1067.0|Chelan Butte South, WA, USA ISC code: CBSW|1987-12-07T00:00:00|2599-12-31T23:59:59
UW|CCRK|46.558498|-119.854797|561.0|Sunnyside, WA, USA|2012-01-19T00:00:00|2599-12-31T23:59:59
